GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35015000200,New Mexico,Eddy County,1,4493,1909,0,61,1.36,0,0,0,0,0,0,8.6,95417,1,1,1,1,1,0,0,0,3181,4147,3181,479,829,479,4147,92.31,829,18.45,841,18.71,915,20.36,3796,84.48,17,0.37,110,2.45,0,0,35,0.78,190,4.22,683,15.19,49,2.57,89,4.66,3181,70.8,479,10.67,691,15.37,600,13.36,2901,64.56,15,0.33,95,2.11,0,0,31,0.7,140,3.11,516,11.48,44,2.32,65,3.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1352,926,990,4097,25,113,0,46,212,797,50,111
35015000300,New Mexico,Eddy County,1,5810,2333,0,219,3.77,0,0,0,0,1,0,8.2,70599,1,1,1,1,1,0,0,1,912,4051,912,182,1105,182,4051,69.73,1105,19.02,983,16.92,873,15.03,3321,57.15,49,0.84,31,0.54,0,0,37,0.64,613,10.56,1288,22.17,124,5.29,191,8.19,912,15.69,182,3.13,142,2.45,432,7.44,833,14.34,5,0.09,10,0.17,0,0,9,0.15,54,0.94,139,2.4,32,1.39,39,1.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2163,1410,1064,4726,82,56,1,72,873,1825,154,303
35015000401,New Mexico,Eddy County,0,3427,1354,0,20,0.58,0,0,0,0,0,0,9.5,63343,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3427,100,977,28.52,864,25.21,517,15.09,2662,77.68,37,1.08,39,1.14,2,0.06,77,2.25,610,17.8,1200,35.02,21,1.56,245,18.06,3427,100,977,28.52,864,25.21,517,15.09,2662,77.68,37,1.08,39,1.14,2,0.06,77,2.25,610,17.8,1200,35.02,21,1.56,245,18.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,958,864,517,2662,37,39,2,77,610,1200,17,224
35015000402,New Mexico,Eddy County,1,4437,1652,0,1,0.02,1,1,1,1,1,1,26.1,47331,1,1,1,1,1,0,0,1,4296,4437,4296,1752,1825,1752,4437,100,1825,41.13,1285,28.96,553,12.46,3087,69.57,74,1.67,26,0.59,3,0.07,32,0.72,1215,27.38,2205,49.7,126,7.66,415,25.12,4296,96.81,1752,39.48,1254,28.27,534,12.04,2988,67.34,70,1.57,26,0.59,3,0.07,32,0.72,1177,26.53,2134,48.1,118,7.14,401,24.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1611,1285,553,3087,74,26,3,32,1215,2205,119,370
35015000500,New Mexico,Eddy County,1,3220,1274,0,0,0,0,1,0,0,0,1,23,43365,0,1,0,1,0,0,0,0,294,2378,294,123,1091,123,2378,73.85,1091,33.88,630,19.58,334,10.36,1763,54.76,73,2.28,5,0.16,5,0.14,31,0.97,500,15.53,1431,44.45,65,5.13,313,24.59,294,9.12,123,3.82,81,2.52,45,1.41,228,7.09,13,0.4,0,0,0,0,2,0.06,50,1.57,153,4.75,10,0.75,36,2.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1575,867,441,2347,96,7,5,49,716,2057,91,388
35015000600,New Mexico,Eddy County,1,5430,1996,0,16,0.29,0,0,0,0,0,0,11.5,70378,1,1,1,1,1,0,0,0,1416,3359,1416,513,1075,513,3359,61.86,1075,19.81,942,17.34,425,7.83,2472,45.52,73,1.34,14,0.26,0,0,44,0.81,756,13.92,1769,32.58,6,0.28,198,9.91,1416,26.07,513,9.44,412,7.59,159,2.92,1073,19.76,34,0.62,6,0.12,0,0,6,0.11,296,5.45,655,12.07,0,0,80,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1912,1520,700,3924,171,27,2,85,1221,3054,14,364
35015000700,New Mexico,Eddy County,0,5179,1917,0,16,0.31,0,0,0,0,1,0,8.4,82475,0,0,0,0,0,0,0,1,334,334,182,119,119,67,5179,100,1026,19.81,1327,25.62,567,10.95,4239,81.85,32,0.62,11,0.21,2,0.04,78,1.51,817,15.78,1987,38.37,126,6.57,173,9.02,5179,100,1026,19.81,1327,25.62,567,10.95,4239,81.85,32,0.62,11,0.21,2,0.04,78,1.51,817,15.78,1987,38.37,126,6.57,173,9.02,334,6.44,119,2.3,56,1.08,61,1.17,287,5.54,0,0,0,0,0,0,12,0.23,34,0.66,62,1.2,19,0.97,13,0.68,182,3.52,67,1.29,30,0.58,38,0.74,164,3.17,0,0,0,0,0,0,3,0.06,15,0.29,20,0.38,10,1,7,0.36,1131,1327,567,4239,32,11,2,78,817,1987,156,197
35015000800,New Mexico,Eddy County,0,2179,756,0,0,0,0,0,0,0,0,0,15.8,54844,1,1,0,0,0,1,0,0,1556,1556,27,667,667,9,2179,100,940,43.13,625,28.68,236,10.83,1521,69.8,17,0.78,3,0.14,0,0,41,1.88,597,27.4,1454,66.73,27,3.57,61,8.09,2179,100,940,43.13,625,28.68,236,10.83,1521,69.8,17,0.78,3,0.14,0,0,41,1.88,597,27.4,1454,66.73,27,3.57,61,8.09,1556,71.43,667,30.62,463,21.23,175,8.03,1111,51.01,13,0.61,3,0.14,0,0,28,1.29,401,18.38,1035,47.52,19,2.49,43,5.68,27,1.23,9,0.43,9,0.41,0,0,19,0.86,0,0,0,0,0,0,0,0,8,0.37,9,0.41,0,0,1,0.1,837,625,236,1521,17,3,0,41,597,1454,28,64
35015000900,New Mexico,Eddy County,0,4917,1793,0,0,0,0,0,0,0,0,0,12.3,85463,1,1,0,0,0,1,0,0,774,774,162,117,117,15,4917,100,1219,24.79,1318,26.8,587,11.94,3908,79.48,23,0.47,9,0.18,0,0,65,1.32,912,18.55,1962,39.9,58,3.23,260,14.52,4907,99.79,1215,24.71,1315,26.74,586,11.91,3898,79.28,23,0.47,9,0.18,0,0,65,1.32,912,18.54,1961,39.87,58,3.23,260,14.49,774,15.73,117,2.38,173,3.52,174,3.54,702,14.28,5,0.1,4,0.08,0,0,5,0.1,58,1.17,144,2.94,13,0.74,47,2.61,162,3.3,15,0.31,40,0.8,17,0.34,149,3.03,1,0.03,0,0,0,0,0,0,12,0.24,29,0.59,3,0,10,0.57,1454,1318,587,3908,23,9,0,65,912,1962,52,288
35015001000,New Mexico,Eddy County,1,6551,2282,0,404,6.17,1,1,1,1,1,1,24.2,61706,1,1,1,1,1,0,0,1,545,4306,545,293,1956,293,4306,65.73,1956,29.86,1164,17.76,536,8.19,3023,46.15,98,1.49,15,0.24,2,0.03,104,1.59,1064,16.24,2529,38.61,133,5.85,266,11.64,545,8.32,293,4.47,131,2,60,0.92,450,6.87,9,0.13,0,0,0,0,11,0.16,76,1.15,176,2.69,8,0.34,35,1.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2991,1780,813,4619,115,30,2,157,1628,3888,180,417
35015001100,New Mexico,Eddy County,1,6556,2519,0,0,0,1,1,1,1,1,1,21,63000,1,1,1,1,1,0,0,1,3092,6123,3092,1230,2105,1230,6123,93.39,2105,32.12,1635,24.94,778,11.86,4850,73.98,35,0.54,15,0.23,3,0.05,91,1.39,1129,17.22,2537,38.7,184,7.29,194,7.69,3092,47.17,1230,18.76,840,12.81,365,5.57,2322,35.42,19,0.28,9,0.14,3,0.05,49,0.75,691,10.54,1315,20.06,142,5.65,97,3.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2261,1766,846,5170,37,16,4,97,1232,2693,172,213
35017964100,New Mexico,Grant County,0,2515,1254,0,0,0,0,0,0,0,0,0,14.8,54095,1,1,0,0,0,1,0,0,1688,1688,480,691,691,166,2515,100,1004,39.92,308,12.25,787,31.29,2268,90.18,8,0.32,10,0.4,0,0,44,1.75,185,7.36,559,22.23,46,3.64,193,15.36,2515,100,1004,39.92,308,12.25,787,31.29,2268,90.18,8,0.32,10,0.4,0,0,44,1.75,185,7.36,559,22.23,46,3.64,193,15.36,1688,67.13,691,27.48,221,8.77,546,21.73,1510,60.05,8,0.32,8,0.34,0,0,31,1.23,131,5.19,374,14.89,35,2.75,128,10.2,480,19.09,166,6.6,72,2.85,117,4.66,431,17.16,2,0.08,1,0.02,0,0,4,0.14,43,1.7,107,4.26,3,0,35,2.82,913,308,787,2268,8,10,0,44,185,559,42,182
35017964200,New Mexico,Grant County,0,2153,980,0,10,0.46,0,0,0,0,0,0,9.7,48750,1,1,1,0,0,1,1,1,1394,1394,849,426,426,250,2153,100,685,31.8,444,20.62,474,22.02,2021,93.87,9,0.42,7,0.33,0,0,21,0.98,95,4.41,424,19.69,32,3.26,25,2.58,2153,100,685,31.8,444,20.62,474,22.02,2021,93.87,9,0.42,7,0.33,0,0,21,0.98,95,4.41,424,19.69,32,3.26,25,2.58,1394,64.75,426,19.79,235,10.91,332,15.43,1307,60.72,4,0.19,4,0.19,0,0,14,0.65,65,3.01,126,5.86,28,2.88,17,1.71,849,39.41,250,11.62,145,6.75,205,9.5,813,37.75,2,0.09,1,0.04,0,0,9,0.42,24,1.11,52,2.39,21,2,10,1.04,536,444,474,2021,9,7,0,21,95,424,27,22
35017964300,New Mexico,Grant County,1,6777,2913,0,229,3.38,1,1,1,1,1,1,25.6,44886,1,1,1,1,1,0,0,1,2739,5235,2739,1013,2279,1013,5235,77.25,2279,33.63,1286,18.97,960,14.17,4382,64.66,66,0.97,23,0.34,9,0.13,59,0.87,697,10.29,2567,37.88,126,4.34,527,18.1,2739,40.41,1013,14.94,713,10.52,462,6.82,2284,33.7,32,0.48,6,0.09,2,0.04,23,0.34,392,5.78,1412,20.83,58,1.99,265,9.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2896,1554,1247,5689,92,44,13,88,851,3227,153,650
35017964400,New Mexico,Grant County,1,4280,1766,0,114,2.66,1,1,1,1,1,1,35.5,37431,1,1,1,1,1,0,0,1,1345,2449,1345,772,1408,772,2449,57.22,1408,32.9,650,15.18,363,8.47,1959,45.77,21,0.5,14,0.32,0,0.01,33,0.77,421,9.85,1566,36.58,108,6.12,261,14.8,1345,31.42,772,18.05,400,9.34,177,4.13,1104,25.79,10,0.24,6,0.14,0,0,15,0.35,210,4.91,849,19.83,57,3.22,138,7.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2367,1070,713,3323,48,32,1,75,801,2662,227,498
35017964500,New Mexico,Grant County,0,3074,1178,0,155,5.04,0,0,0,1,1,1,23,48008,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3074,99.99,1638,53.28,746,24.27,566,18.41,2496,81.19,27,0.88,8,0.26,5,0.16,56,1.82,482,15.68,2109,68.61,102,8.63,254,21.59,3013,98.02,1603,52.13,729,23.73,556,18.09,2450,79.71,25,0.82,8,0.25,5,0.16,55,1.8,470,15.29,2071,67.36,99,8.44,249,21.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1453,746,566,2496,27,8,5,56,482,2109,87,225
35017964600,New Mexico,Grant County,0,3060,1252,0,0,0,0,0,0,0,0,1,23.1,44674,0,0,0,0,0,0,0,0,324,324,45,160,160,22,1734,56.66,995,32.51,426,13.92,347,11.34,1406,45.94,7,0.23,2,0.07,0,0,25,0.83,294,9.6,1255,41,72,5.77,139,11.1,876,28.62,435,14.23,201,6.57,197,6.43,718,23.46,1,0.04,1,0.03,0,0,11,0.37,144,4.72,530,17.32,35,2.81,71,5.68,324,10.6,160,5.22,51,1.66,101,3.3,277,9.06,0,0,0,0,0,0,2,0.07,45,1.47,117,3.83,16,1.25,31,2.51,45,1.48,22,0.73,7,0.24,13,0.44,38,1.26,0,0,0,0,0,0,1,0.02,6,0.2,9,0.3,2,0,5,0.37,1716,756,617,2390,13,2,0,65,590,2368,135,242
35017964700,New Mexico,Grant County,0,5891,2488,0,82,1.39,0,0,0,0,0,0,16.6,76233,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5733,97.32,2099,35.63,1165,19.77,1443,24.5,5213,88.49,45,0.76,18,0.31,3,0.05,38,0.64,416,7.06,1912,32.45,94,3.77,352,14.13,5352,90.85,1953,33.15,1110,18.84,1311,22.26,4861,82.51,41,0.7,17,0.29,3,0.05,37,0.63,393,6.68,1799,30.54,86,3.45,326,13.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2002,1190,1489,5362,45,18,3,38,425,1959,105,351
35017964800,New Mexico,Grant County,0,1764,755,0,0,0,0,0,0,0,0,0,10.6,52721,0,0,0,0,0,0,0,0,352,352,101,98,98,28,1724,97.71,591,33.51,397,22.52,393,22.26,1481,83.94,12,0.68,2,0.11,0,0,13,0.74,216,12.24,915,51.86,38,4.99,91,12.07,1713,97.13,588,33.35,394,22.31,392,22.2,1473,83.5,12,0.68,2,0.11,0,0,13,0.74,213,12.1,906,51.37,38,4.97,91,12.01,352,19.97,98,5.54,71,4.03,93,5.27,330,18.73,4,0.22,0,0,0,0,2,0.11,16,0.91,63,3.58,7,0.98,20,2.59,101,5.75,28,1.6,19,1.08,32,1.79,95,5.41,1,0.06,0,0,0,0,0,0,5,0.29,16,0.89,3,0,7,0.88,677,405,406,1509,13,2,0,13,227,944,38,92
35019961600,New Mexico,Guadalupe County,0,4687,1766,0,571,12.18,1,1,1,1,0,1,14.5,41319,1,1,1,0,0,1,1,1,1335,1335,1156,673,673,622,3470,74.04,1146,24.44,724,15.46,524,11.19,2515,53.66,75,1.6,45,0.97,0,0,65,1.38,770,16.43,2682,57.23,76,4.28,198,11.22,2615,55.8,822,17.55,500,10.67,394,8.4,1959,41.79,71,1.51,16,0.34,0,0,61,1.31,509,10.85,1972,42.07,12,0.69,142,8.01,1335,28.49,673,14.35,319,6.81,280,5.98,946,20.19,11,0.23,9,0.19,0,0,26,0.55,343,7.32,1076,22.95,7,0.42,93,5.27,1156,24.66,622,13.27,281,6,227,4.85,802,17.1,11,0.23,9,0.19,0,0,26,0.55,308,6.58,960,20.48,7,0,80,4.5,1455,1021,728,3298,79,62,0,90,1158,3730,120,227
35021000100,New Mexico,Harding County,0,695,349,0,0,0,1,1,1,1,0,1,18.3,44219,1,1,1,0,0,1,1,1,695,695,683,335,335,329,695,100,335,48.15,92,13.24,203,29.21,604,86.91,2,0.29,0,0,0,0,8,1.15,81,11.65,299,43.02,28,8.06,13,3.79,695,100,335,48.15,92,13.24,203,29.21,604,86.91,2,0.29,0,0,0,0,8,1.15,81,11.65,299,43.02,28,8.06,13,3.79,695,100,335,48.15,92,13.24,203,29.21,604,86.91,2,0.29,0,0,0,0,8,1.15,81,11.65,299,43.02,28,8.06,13,3.79,683,98.31,329,47.33,89,12.84,201,28.93,594,85.51,2,0.29,0,0,0,0,8,1.15,79,11.37,297,42.73,28,8,13,3.74,221,92,203,604,2,0,0,8,81,299,17,8
35023970000,New Mexico,Hidalgo County,0,2195,898,0,8,0.36,1,1,1,1,0,1,20.8,57222,1,1,1,0,0,1,1,1,1685,1685,1468,780,780,680,2195,99.99,1016,46.3,523,23.83,371,16.9,1924,87.65,6,0.27,8,0.36,2,0.09,18,0.82,237,10.8,684,31.16,25,2.78,76,8.46,2126,96.88,985,44.86,506,23.06,362,16.48,1860,84.73,6,0.27,8,0.36,2,0.09,18,0.82,233,10.6,623,28.4,24,2.71,74,8.25,1685,76.78,780,35.55,401,18.27,276,12.58,1461,66.57,0,0,8,0.36,2,0.09,17,0.78,197,8.98,450,20.51,19,2.13,58,6.48,1468,66.88,680,30.97,345,15.73,240,10.93,1269,57.82,0,0,8,0.36,2,0.09,17,0.77,172,7.83,386,17.59,17,2,51,5.67,839,523,371,1924,6,8,2,18,237,684,21,64
35023970200,New Mexico,Hidalgo County,0,2699,1038,0,56,2.07,0,0,0,0,0,1,33.5,50111,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1472,54.55,655,24.26,450,16.67,210,7.78,1266,46.9,14,0.52,12,0.43,0,0,5,0.18,176,6.53,1129,41.83,50,4.82,208,20.03,229,8.47,107,3.96,65,2.42,38,1.41,201,7.46,1,0.03,1,0.02,0,0,1,0.05,25,0.91,159,5.9,9,0.86,36,3.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1030,739,444,2253,23,15,0,23,385,2085,85,369
35025000100,New Mexico,Lea County,1,2812,1009,0,31,1.1,0,1,0,0,0,1,21.1,50645,0,1,0,1,0,0,0,0,NULL,1160,NULL,NULL,528,NULL,1160,41.25,528,18.76,362,12.86,96,3.42,763,27.13,61,2.15,7,0.25,1,0.04,18,0.65,310,11.04,812,28.88,29,2.89,99,9.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1600,864,229,1838,138,8,1,37,790,2068,50,217
35025000200,New Mexico,Lea County,1,3431,1129,0,8,0.23,1,1,1,0,0,1,23.9,57596,1,1,1,1,1,0,0,0,1561,3383,1561,748,1381,748,3383,98.59,1381,40.25,1094,31.88,338,9.86,2378,69.32,145,4.23,4,0.12,8,0.23,53,1.54,794,23.15,2399,69.93,15,1.37,289,25.63,1561,45.49,748,21.8,503,14.65,157,4.56,1129,32.9,54,1.56,3,0.07,6,0.17,15,0.42,355,10.36,1064,31,6,0.55,133,11.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1747,1109,343,2413,145,4,8,53,808,2432,16,297
35025000300,New Mexico,Lea County,1,3909,1236,0,7,0.18,1,1,1,0,0,1,32,45032,1,1,1,1,1,0,0,0,514,2339,514,202,1002,202,2339,59.84,1002,25.62,787,20.12,195,4.99,1524,38.98,196,5.02,7,0.18,2,0.05,24,0.62,586,14.99,1757,44.94,56,4.54,214,17.3,514,13.16,202,5.17,186,4.77,46,1.18,350,8.97,39,0.99,1,0.03,1,0.02,9,0.23,114,2.93,388,9.93,13,1.01,45,3.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1898,1382,309,2522,390,7,4,42,944,2954,102,360
35025000400,New Mexico,Lea County,1,3406,1188,0,0,0,0,1,0,1,1,1,29.3,41950,0,1,0,1,0,0,0,1,139,1577,139,87,985,87,1577,46.31,985,28.92,594,17.43,135,3.98,896,26.32,325,9.54,0,0,0,0,5,0.14,351,10.3,983,28.86,151,12.75,188,15.83,139,4.08,87,2.56,60,1.77,11,0.31,88,2.57,34,1.01,0,0,0,0,1,0.02,16,0.48,78,2.3,17,1.43,19,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1961,1219,298,2107,471,6,9,33,780,2258,228,403
35025000502,New Mexico,Lea County,1,6244,2278,0,15,0.24,1,1,1,0,0,1,22.4,60350,1,1,1,1,1,0,0,0,1958,4576,1958,653,1780,653,4576,73.29,1780,28.51,1365,21.87,469,7.52,3614,57.88,245,3.93,24,0.39,0,0,35,0.56,658,10.53,2029,32.5,82,3.6,284,12.49,1958,31.35,653,10.45,540,8.65,222,3.55,1607,25.74,90,1.44,11,0.17,0,0,22,0.35,228,3.65,752,12.04,43,1.87,129,5.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2877,1917,594,4833,335,33,0,51,992,2968,80,378
