GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35001000206,New Mexico,Bernalillo County,1,2991,1264,0,8,0.27,0,0,0,0,0,0,8,75349,0,1,0,1,0,0,0,0,NULL,2723,NULL,NULL,553,NULL,2723,91.02,553,18.5,566,18.92,540,18.04,2125,71.04,63,2.11,58,1.93,2,0.05,112,3.75,363,12.15,986,32.98,32,2.51,54,4.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,533,621,604,2358,67,61,2,114,389,1049,32,56
35001000207,New Mexico,Bernalillo County,1,3383,1473,0,13,0.38,0,0,0,0,0,0,13.9,70750,0,1,0,1,0,0,0,0,NULL,2698,NULL,NULL,983,NULL,2698,79.75,983,29.04,569,16.83,458,13.53,2027,59.93,65,1.91,69,2.04,3,0.08,118,3.49,416,12.29,1185,35.02,37,2.52,187,12.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1023,696,565,2484,83,89,3,138,586,1530,42,218
35001000208,New Mexico,Bernalillo County,1,2736,1174,0,0,0,0,1,0,0,0,1,23.9,47276,0,1,0,1,0,0,0,0,NULL,704,NULL,NULL,313,NULL,704,25.74,313,11.45,136,4.96,96,3.51,496,18.14,11,0.4,21,0.78,0,0,28,1.03,147,5.39,387,14.16,17,1.42,48,4.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1415,531,370,1887,46,94,1,128,580,1469,50,195
35001000300,New Mexico,Bernalillo County,1,5952,2870,0,105,1.76,0,0,0,0,0,0,18,100147,0,1,0,1,0,0,0,0,372,2271,372,137,858,137,2271,38.15,858,14.41,298,5.01,402,6.75,1880,31.58,30,0.51,73,1.23,0,0,79,1.33,208,3.5,568,9.54,63,2.2,79,2.74,372,6.25,137,2.29,11,0.18,62,1.04,232,3.89,10,0.16,25,0.42,0,0,35,0.59,70,1.18,154,2.59,15,0.53,14,0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1741,854,899,4937,96,192,0,232,495,1428,92,196
35001000401,New Mexico,Bernalillo County,1,4379,2039,0,14,0.32,0,0,0,0,0,0,13.2,67639,0,1,0,1,0,0,0,0,NULL,1800,NULL,NULL,626,NULL,1800,41.11,626,14.3,336,7.67,265,6.05,1412,32.25,59,1.35,59,1.34,1,0.02,71,1.63,198,4.52,546,12.47,34,1.68,91,4.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1546,741,653,3506,112,181,2,151,427,1243,104,224
35001000402,New Mexico,Bernalillo County,1,3415,1660,0,4,0.12,0,0,0,0,0,0,12.1,90903,0,0,0,0,0,0,0,0,NULL,104,NULL,NULL,20,NULL,104,3.06,20,0.59,12,0.36,25,0.74,93,2.72,1,0.03,3,0.1,0,0,1,0.02,7,0.2,23,0.68,0,0,2,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,855,515,521,2839,55,75,4,110,332,930,30,76
35001000501,New Mexico,Bernalillo County,1,2645,1450,0,81,3.06,0,0,0,0,0,1,31.9,49392,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1663,396,554,1812,111,72,0,182,468,1003,425,434
35001000502,New Mexico,Bernalillo County,1,4754,2658,0,146,3.07,0,0,0,0,0,1,25.5,54351,0,0,0,0,0,0,0,0,NULL,420,NULL,NULL,215,NULL,420,8.83,215,4.52,52,1.1,67,1.41,316,6.64,7,0.16,12,0.25,0,0,20,0.43,64,1.35,100,2.09,34,1.28,33,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2093,538,794,3691,112,114,1,244,592,1245,352,368
35001000601,New Mexico,Bernalillo County,1,3846,1792,0,0,0,0,0,0,0,1,0,17,60272,0,1,0,1,0,0,0,1,98,2094,98,39,975,39,2094,54.46,975,25.34,375,9.76,414,10.77,1571,40.86,95,2.47,47,1.22,4,0.1,121,3.14,257,6.67,682,17.73,129,7.22,147,8.2,98,2.56,39,1.02,19,0.51,10,0.26,54,1.41,13,0.35,0,0,0,0,11,0.29,20,0.51,44,1.14,5,0.29,6,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1724,695,763,2990,134,124,5,189,404,1176,188,250
35001000603,New Mexico,Bernalillo County,1,5150,1746,0,0,0,0,1,0,1,1,1,47.2,21786,0,1,0,1,0,0,0,1,371,5031,371,278,3833,278,5031,97.68,3833,74.43,1699,32.98,248,4.82,2712,52.67,164,3.18,80,1.55,7,0.14,454,8.81,1613,31.33,3652,70.91,412,23.58,822,47.06,371,7.21,278,5.4,101,1.96,46,0.88,233,4.52,20,0.38,4,0.08,1,0.01,20,0.39,94,1.82,194,3.76,29,1.64,72,4.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3530,1733,256,2801,166,84,7,458,1634,3741,447,845
35001000604,New Mexico,Bernalillo County,1,4361,1693,0,319,7.31,0,1,0,0,0,1,26,35694,0,1,0,1,0,0,0,0,NULL,1020,NULL,NULL,557,NULL,1020,23.39,557,12.78,183,4.21,244,5.59,684,15.67,43,0.99,11,0.26,1,0.01,71,1.62,211,4.83,550,12.62,43,2.56,117,6.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2339,1024,551,2662,181,91,1,377,1049,2730,330,558
35001000704,New Mexico,Bernalillo County,1,3715,1492,0,0,0,0,1,0,0,0,1,16.6,43594,0,1,0,1,0,0,0,0,NULL,629,NULL,NULL,386,NULL,629,16.94,386,10.4,155,4.18,77,2.07,414,11.16,46,1.23,10,0.26,4,0.11,41,1.09,115,3.09,259,6.97,1,0.04,37,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1423,882,451,2637,162,105,11,186,614,1563,51,210
35001000707,New Mexico,Bernalillo County,1,6152,2304,0,36,0.59,1,1,1,1,1,1,32.1,38832,1,1,1,1,1,0,0,1,928,4804,928,606,3014,606,4804,78.09,3014,48.99,1431,23.26,553,8.98,2613,42.47,165,2.68,93,1.5,0,0.01,321,5.21,1613,26.21,3019,49.07,215,9.33,487,21.15,928,15.08,606,9.84,268,4.35,147,2.39,501,8.15,17,0.27,10,0.16,0,0,57,0.93,343,5.57,590,9.58,35,1.54,96,4.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3887,1753,735,3480,223,109,10,385,1945,3879,248,580
35001000708,New Mexico,Bernalillo County,1,5858,2696,0,0,0,0,1,0,1,1,1,24.9,50000,0,1,0,1,0,0,0,1,NULL,3447,NULL,NULL,1651,NULL,3447,58.84,1651,28.19,868,14.82,393,6.7,2119,36.18,128,2.19,175,2.99,6,0.1,226,3.85,792,13.52,1657,28.29,154,5.72,364,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3278,1346,821,3639,261,232,10,422,1294,2607,379,672
35001000710,New Mexico,Bernalillo County,1,5540,2363,0,0,0,0,0,0,0,0,0,6.9,115990,1,1,1,1,1,0,0,0,3685,5195,3685,336,486,336,5195,93.77,486,8.78,968,17.46,1221,22.04,4264,76.96,81,1.46,333,6.02,3,0.05,64,1.15,450,8.13,1127,20.35,51,2.15,15,0.64,3685,66.52,336,6.06,716,12.93,882,15.91,2978,53.75,48,0.86,294,5.3,1,0.02,43,0.78,321,5.8,798,14.41,34,1.45,10,0.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,729,1024,1263,4535,93,347,3,79,483,1222,66,19
35001000711,New Mexico,Bernalillo County,1,4445,1934,0,2,0.04,0,0,0,0,1,0,17,85746,1,1,1,1,1,0,0,1,762,3527,762,178,896,178,3527,79.34,896,20.17,717,16.13,534,12.01,2732,61.47,130,2.92,129,2.9,1,0.02,137,3.08,398,8.95,877,19.73,100,5.18,209,10.81,762,17.15,178,4.01,123,2.76,147,3.31,636,14.31,9,0.21,41,0.93,0,0,5,0.12,70,1.57,145,3.27,27,1.41,47,2.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1405,918,683,3488,147,144,1,166,499,1142,124,252
35001000712,New Mexico,Bernalillo County,1,4204,1687,0,0,0,0,0,0,0,1,0,15.9,52875,0,1,0,1,0,0,0,1,NULL,3187,NULL,NULL,1743,NULL,3187,75.8,1743,41.47,911,21.66,283,6.73,2033,48.35,217,5.15,176,4.18,1,0.02,191,4.54,570,13.56,1321,31.41,114,6.75,280,16.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2114,1131,390,2688,287,198,7,255,769,1716,147,366
35001000713,New Mexico,Bernalillo County,1,5961,2466,0,0,0,0,1,0,0,0,1,36.3,39531,0,1,0,1,0,0,0,0,183,2571,183,81,1340,81,2571,43.13,1340,22.47,616,10.33,438,7.35,1622,27.21,189,3.18,84,1.4,13,0.21,204,3.43,459,7.71,926,15.54,70,2.84,339,13.74,183,3.07,81,1.36,33,0.56,45,0.76,145,2.43,5,0.08,3,0.04,1,0.02,3,0.05,27,0.45,68,1.14,9,0.35,26,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3411,1631,654,3429,415,241,22,579,1275,2416,422,717
35001000714,New Mexico,Bernalillo County,1,4669,2028,0,7,0.15,0,0,0,0,0,0,8.4,66575,1,1,1,1,1,0,0,0,2842,4669,2842,916,1466,916,4669,100,1466,31.39,1100,23.56,462,9.9,3020,64.68,173,3.71,531,11.37,16,0.34,190,4.07,739,15.83,1668,35.72,41,2.02,289,14.27,2842,60.86,916,19.62,642,13.75,313,6.7,1826,39.11,112,2.39,301,6.45,10,0.21,116,2.47,477,10.22,1035,22.17,33,1.64,178,8.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1546,1100,462,3020,173,531,16,190,739,1668,36,288
35001000801,New Mexico,Bernalillo County,1,3860,1033,0,534,13.83,0,0,0,0,0,0,4,75664,1,1,1,1,1,0,0,0,3630,3860,3630,964,1036,964,3860,100,1036,26.83,1320,34.2,14,0.36,2820,73.06,363,9.4,114,2.95,23,0.6,56,1.45,484,12.54,614,15.91,0,0,55,5.34,3630,94.04,964,24.97,1233,31.94,10,0.26,2653,68.73,341,8.83,107,2.78,22,0.57,55,1.44,451,11.69,577,14.94,0,0,51,4.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1058,1320,14,2820,363,114,23,56,484,614,0,59
35001000901,New Mexico,Bernalillo County,1,7471,2780,0,40,0.54,1,1,1,1,1,1,51.5,19866,1,1,1,1,1,0,0,1,562,5726,562,475,4454,475,5726,76.65,4454,59.62,1769,23.67,368,4.93,3473,46.49,283,3.78,120,1.6,9,0.12,396,5.3,1446,19.35,4153,55.58,495,17.81,1098,39.49,562,7.52,475,6.36,155,2.07,64,0.85,378,5.05,16,0.21,6,0.08,0,0,28,0.37,134,1.8,386,5.16,62,2.25,125,4.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5652,2330,427,4466,357,157,12,539,1940,5473,575,1307
35001000903,New Mexico,Bernalillo County,1,5987,3082,0,189,3.16,0,1,0,1,1,1,43.8,21250,0,1,0,1,0,0,0,1,NULL,1678,NULL,NULL,1221,NULL,1678,28.02,1221,20.4,346,5.78,150,2.51,903,15.08,139,2.33,53,0.89,3,0.05,153,2.56,426,7.11,837,13.98,272,8.82,373,12.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3981,1232,510,3212,588,151,11,589,1436,2837,871,1290
35001000904,New Mexico,Bernalillo County,1,4311,1765,0,26,0.6,0,1,0,1,1,1,27.3,42264,0,1,0,1,0,0,0,1,NULL,2477,NULL,NULL,1335,NULL,2477,57.45,1335,30.97,506,11.73,397,9.2,1581,36.67,166,3.86,143,3.32,7,0.16,117,2.72,462,10.73,1076,24.95,121,6.85,273,15.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2425,1011,581,2532,288,226,9,305,951,2069,209,464
35001001101,New Mexico,Bernalillo County,1,5113,2468,0,6,0.12,0,0,0,0,0,0,13.3,64523,1,1,1,1,1,0,0,0,774,3716,774,172,986,172,3716,72.67,986,19.29,652,12.76,508,9.93,2918,57.08,141,2.76,72,1.41,5,0.1,172,3.37,407,7.96,841,16.44,85,3.42,177,7.17,774,15.13,172,3.36,132,2.59,78,1.53,573,11.22,27,0.52,8,0.15,1,0.02,51,0.99,114,2.23,211,4.12,34,1.4,37,1.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1339,866,684,3990,191,86,7,226,613,1252,78,225
35001001102,New Mexico,Bernalillo County,1,3118,1349,0,0,0,1,1,1,1,1,1,26.9,55117,1,1,1,1,1,0,0,1,1896,3118,1896,1478,1915,1478,3118,100,1915,61.41,759,24.34,251,8.05,2109,67.64,102,3.27,72,2.31,1,0.03,174,5.58,660,21.17,1312,42.08,202,14.97,208,15.44,1896,60.82,1478,47.39,539,17.27,83,2.66,1034,33.15,87,2.8,47,1.51,1,0.03,154,4.93,573,18.39,1060,34.01,186,13.76,122,9.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1648,759,251,2109,102,72,1,174,660,1312,192,210
35001001200,New Mexico,Bernalillo County,1,7164,2951,0,115,1.61,1,1,1,1,1,1,30,37744,1,1,1,1,1,0,0,1,1853,6191,1853,1097,3772,1097,6191,86.41,3772,52.65,1606,22.42,514,7.18,3202,44.69,546,7.62,180,2.52,4,0.06,336,4.69,1922,26.83,3555,49.62,312,10.56,512,17.34,1853,25.87,1097,15.31,443,6.19,163,2.28,805,11.24,317,4.42,40,0.56,1,0.01,83,1.16,608,8.49,1055,14.73,55,1.87,153,5.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4039,1810,565,3697,601,363,5,417,2081,3837,317,607
